"pwsid","gw_sw_code","primary_source_code","first_reported_date","years_operating","owner_type","primacy_type","is_grant_eligible_ind","is_wholesaler_ind","is_school_or_daycare_ind","source_water_protection_code","phone_number","lead_and_copper_rule_healthbased_5yr","radionuclides_and_revised_rad_rule_healthbased_5yr","groundwater_rule_healthbased_5yr","surface_water_treatment_rules_healthbased_5yr","total_coliform_rules_healthbased_5yr","inorganic_chemicals_healthbased_5yr","stage_1_disinfectants_and_byproducts_rule_healthbased_5yr","stage_2_disinfectants_and_byproducts_rule_healthbased_5yr","synthetic_organic_chemicals_healthbased_5yr","volatile_organic_chemicals_healthbased_5yr","health_viols_5yr","paperwork_viols_5yr","total_viols_5yr","lead_and_copper_rule_healthbased_10yr","radionuclides_and_revised_rad_rule_healthbased_10yr","groundwater_rule_healthbased_10yr","surface_water_treatment_rules_healthbased_10yr","total_coliform_rules_healthbased_10yr","inorganic_chemicals_healthbased_10yr","stage_1_disinfectants_and_byproducts_rule_healthbased_10yr","stage_2_disinfectants_and_byproducts_rule_healthbased_10yr","synthetic_organic_chemicals_healthbased_10yr","volatile_organic_chemicals_healthbased_10yr","health_viols_10yr","paperwork_viols_10yr","total_viols_10yr","violations_all_years","open_health_viol"
"CT1180011","Surface Water","SWP","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,24,"No"
"CT1180021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,"No"
"CT1180041","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,"No"
"CT1180091","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 788-9834",1,0,0,0,0,0,0,0,0,0,1,10,11,1,0,0,0,0,0,0,0,0,0,1,23,24,138,"Yes"
"CT1189161","Surface Water","SWP","1997-07-03",29,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,"No"
"CT1189171","Surface Water","SWP","1997-07-03",29,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,"No"
"CT1200071","Groundwater","GW","2001-10-25",25,"Local","State","Yes","No","No","Yes","(860) 355-3017",0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,10,10,23,"No"
"CT1210011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 444-6844",1,0,0,0,0,0,0,0,0,0,1,68,69,1,0,0,0,1,0,0,0,0,0,2,73,75,170,"Yes"
"CT1210021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 333-6535",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,114,"No"
"CT1219111","Groundwater","GW","2005-10-27",21,"Private","State","Yes","No","No","Yes","(860) 444-6844",1,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,0,0,0,0,0,1,9,10,43,"Yes"
"CT1219141","Groundwater","GW","2022-12-23",4,"Private","State","Yes","No","No","No Information","(860) 464-0232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"No"
"CT1220011","Surface Water","SW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,"No"
"CT1220061","Groundwater","GW","1981-01-09",45,"Private","State","Yes","No","No","Yes","(860) 435-5752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,"No"
"CT1221031","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(860) 435-8139",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,10,"No"
"CT1240011","Surface Water","SWP","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,"No"
"CT1250011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","No Information",1,0,0,0,0,0,0,0,0,0,1,7,8,1,0,0,0,0,0,0,0,0,0,1,52,53,104,"Yes"
"CT1250021","Groundwater","GW","1992-03-23",34,"Private","State","Yes","No","No","Yes","(203) 233-5941",0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,33,33,50,"No"
"CT1270021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,"No"
"CT1280011","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","No Information",0,0,0,0,1,0,0,0,0,0,1,4,5,0,0,0,0,1,0,0,0,0,0,1,16,17,44,"No"
"CT1280021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,47,"No"
"CT1280051","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 408-4467",1,0,0,0,0,0,0,0,0,0,1,22,23,1,0,0,0,0,0,0,0,0,0,1,73,74,163,"Yes"
"CT1299031","Surface Water","SWP","2004-03-20",22,"Local","State","Yes","No","No","Yes","(860) 749-0779",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,"No"
"CT1300011","Groundwater","GW","1979-03-08",47,"State","State","Yes","No","No","Yes","(203) 586-2535",0,0,0,0,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,73,73,135,"No"
"CT1300021","Surface Water","SWP","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 664-6125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,"No"
"CT1300031","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,45,"No"
"CT1300071","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 504-0891",1,0,0,0,0,0,0,0,0,0,1,10,11,1,0,1,0,0,0,0,0,0,0,2,25,27,236,"Yes"
"CT1310011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 628-5593",0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,236,236,300,"No"
"CT1310031","Groundwater","GW","1993-02-01",33,"Private","State","Yes","No","No","Yes","(860) 912-5159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"No"
"CT1330021","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 822-3005",0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7,7,60,"No"
"CT1340011","Surface Water","SW","1979-03-08",47,"Private","State","No","No","No","Yes","(860) 944-9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"No"
"CT1340032","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 684-8583",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,11,12,49,"Yes"
"CT1341303","Groundwater","GW","1996-01-30",30,"Private","State","Yes","No","No","Yes","(860) 315-0911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"No"
"CT1350011","Surface Water","SW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,35,"No"
"CT1360011","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 564-2904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,43,"No"
"CT1370011","Surface Water","SW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,46,"No"
"CT1370051","Surface Water","SWP","1980-02-28",46,"Private","State","Yes","No","No","Yes","(860) 664-6125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,"No"
"CT1370071","Groundwater","GW","1980-02-28",46,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"No"
"CT1390021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,"No"
"CT1400011","Groundwater","GW","1979-10-22",47,"Private","State","Yes","No","No","Yes","(860) 664-6125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,"No"
"CT1410011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 944-9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"No"
"CT1410051","Groundwater","GW","1980-12-29",46,"Private","State","Yes","No","No","Yes","(860) 923-9565",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,5,6,119,"Yes"
"CT1410661","Groundwater","GW","1980-12-29",46,"Private","State","Yes","No","No","Yes","(860) 923-9543",1,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,1,0,0,0,0,0,2,78,80,248,"Yes"
"CT1411041","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(860) 935-5888",1,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,5,0,0,0,0,6,11,17,35,"Yes"
"CT1419071","Groundwater","GW","2009-05-19",17,"Private","State","Yes","No","No","Yes","(860) 928-5900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,"No"
"CT1419081","Groundwater","GW","2012-05-16",14,"Private","State","Yes","No","No","Yes","(860) 923-9565",1,0,0,0,3,0,0,0,0,0,4,3,7,1,0,0,0,3,0,0,0,0,0,4,11,15,93,"Yes"
"CT1420021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 871-9027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,"No"
"CT1420041","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(732) 300-2219",0,0,1,0,2,0,0,0,0,0,3,0,3,0,0,1,0,3,0,0,0,0,0,4,4,8,17,"No"
"CT1420081","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 871-2865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,30,"No"
"CT1423011","Groundwater","GW","1985-01-04",41,"Local","State","Yes","No","No","Yes","(860) 871-3680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"No"
"CT1429171","Groundwater","GW","2004-11-06",22,"Private","State","Yes","No","No","Yes","(860) 871-3680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"No"
"CT1429191","Surface Water","SWP","2003-05-06",23,"Local","State","Yes","No","No","Yes","(860) 871-3680",0,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0,3,0,0,0,0,0,0,3,1,4,7,"No"
"CT1429201","Groundwater","GW","2007-02-12",19,"Private","State","Yes","No","No","Yes","(845) 825-8118",1,0,0,0,0,0,0,0,0,0,1,37,38,1,0,0,0,0,0,0,0,0,0,1,40,41,43,"Yes"
"CT1430011","Surface Water","SW","1979-03-08",47,"Private","State","Yes","Yes","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,44,"No"
"CT1440021","Groundwater","GW","2011-03-30",15,"Private","State","Yes","No","No","Yes","(914) 497-9100",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,37,37,211,"No"
"CT1462011","Surface Water","SWP","1993-10-04",33,"Private","State","Yes","No","No","Yes","(860) 944-9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"CT1463011","Groundwater","GW","1985-01-04",41,"Private","State","Yes","No","No","Yes","(860) 644-8120",0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,5,6,15,"No"
"CT1470011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 944-9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,"No"
"CT1479021","Groundwater","GW","2008-04-30",18,"Local","State","Yes","No","No","Yes","(860) 376-5169",0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,2,0,1,0,0,0,0,0,3,7,10,26,"No"
"CT1480011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 949-2660",0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,53,53,95,"No"
"CT1490021","Groundwater","GW","1981-05-27",45,"Private","State","Yes","No","No","Yes","(860) 868-6750",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,17,"Yes"
"CT1500011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 868-7215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,34,"No"
"CT1500021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,"No"
"CT1500031","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 921-7118",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,11,11,56,"No"
"CT1500051","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 868-7334",0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,29,29,89,"No"
"CT1500091","Groundwater","GW","1981-02-24",45,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,"No"
"CT1500321","Groundwater","GW","1995-08-17",31,"Private","State","Yes","No","No","Yes","(203) 848-8672",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,18,18,37,"No"
"CT1500341","Groundwater","GW","1996-05-17",30,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,32,32,59,"No"
"CT1501111","Groundwater","GW","2004-03-20",22,"Private","State","Yes","No","Yes","Yes","(860) 868-0535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,45,"No"
"CT1510011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 574-8251",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,6,12,"No"
"CT1520061","Groundwater","GW","1980-02-28",46,"Private","State","Yes","No","Yes","Yes","(860) 442-9454",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,120,"No"
"CT1520071","Surface Water","SWP","1992-03-23",34,"Local","State","Yes","No","No","Yes","(860) 444-5886",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,6,6,80,"No"
"CT1530011","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 274-6332",0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,3,79,"No"
"CT1530021","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 945-5299",0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,6,6,56,"No"
"CT1539031","Groundwater","GWP","2006-09-28",20,"Local","State","Yes","No","No","Yes","(860) 945-5299",0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8,8,25,"No"
"CT1548011","Groundwater","GW","1992-03-23",34,"Private","State","Yes","No","No","Yes","(860) 398-5425",0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,1,2,3,59,"No"
"CT1570011","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 222-2662",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,21,23,130,"No"
"CT1600031","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 429-1500",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,4,5,30,"Yes"
"CT1600041","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 429-4451",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,3,4,30,"Yes"
"CT1600051","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 856-3346",1,0,0,0,0,0,0,0,0,0,1,8,9,2,0,0,0,0,0,0,0,0,0,2,66,68,188,"Yes"
"CT1600061","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 798-3116",1,0,0,0,0,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,0,1,7,8,17,"Yes"
"CT1600071","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 955-0026",1,0,0,0,1,0,0,0,0,0,2,2,4,1,0,0,0,2,0,0,0,0,0,3,4,7,39,"Yes"
"CT1600101","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(413) 322-8131",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,1,0,0,0,0,0,2,5,7,25,"No"
"CT1606111","Groundwater","GW","1986-12-05",40,"Private","State","Yes","No","No","Yes","(860) 659-3802",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,2,5,7,14,"Yes"
"CT1606211","Groundwater","GW","2004-03-20",22,"Private","State","Yes","No","No","Yes","(860) 659-3802",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,5,6,13,"Yes"
"CT1609111","Groundwater","GWP","1993-02-01",33,"Private","State","Yes","No","No","Yes","(860) 944-9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"No"
"CT1609141","Groundwater","GW","2007-11-20",19,"Local","State","Yes","No","No","Yes","(860) 487-3100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"No"
"CT1620011","Surface Water","SW","1979-10-22",47,"Local","State","Yes","No","No","Yes","(860) 379-4101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,61,"No"
"CT1630011","Surface Water","SW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 465-3086",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,13,"No"
"CT1630021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 450-1110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"No"
"CT1631031","Groundwater","GW","1979-04-03",47,"Private","State","Yes","No","No","Yes","(860) 423-4636",0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,5,6,16,"No"
"CT1660011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 437-8662",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,2,3,79,"Yes"
"CT1661423","Surface Water","SWP","1995-04-12",31,"Local","State","Yes","No","No","Yes","(203) 879-8141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,47,"No"
"CT1662051","Groundwater","GW","1985-01-04",41,"Private","State","Yes","No","No","Yes","(517) 237-4193",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,8,9,85,"No"
"CT1666011","Groundwater","GW","1986-12-29",40,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,67,"No"
"CT1668011","Groundwater","GWP","1988-06-02",38,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,"No"
"CT1669011","Groundwater","GW","1992-03-23",34,"Private","State","Yes","No","No","Yes","(203) 463-3200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,"No"
"CT1680011","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 926-4320",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,84,"No"
"CT1680021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 723-2090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,61,"No"
"CT1680031","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(203) 263-5303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"No"
"CT1680041","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(203) 263-5790",0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,20,20,97,"No"
"CT1680051","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 428-0915",1,0,0,0,0,0,0,0,0,0,1,13,14,1,0,0,0,0,0,0,0,0,0,1,56,57,75,"Yes"
"CT1680061","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 274-6725",1,0,0,0,0,0,0,0,0,0,1,13,14,1,0,0,0,0,0,0,0,0,0,1,50,51,133,"Yes"
"CT1680071","Groundwater","GW","1980-02-28",46,"Private","State","Yes","No","No","Yes","(203) 264-6598",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,46,"No"
"CT1686091","Groundwater","GW","2004-03-20",22,"Private","State","Yes","No","No","Yes","(203) 723-2090",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,79,"No"
"CT1690021","Groundwater","GW","1979-03-08",47,"Private","State","Yes","No","No","Yes","(860) 617-2950",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,0,0,0,0,0,3,3,6,41,"Yes"
"CT1690031","Groundwater","GW","1979-03-08",47,"Local","State","Yes","No","No","Yes","(860) 963-6829",1,0,0,0,0,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,0,0,0,1,11,12,46,"Yes"
"CT1691171","Groundwater","GW","2004-03-20",22,"Private","State","Yes","No","Yes","Yes","(860) 928-6575",1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,25,26,55,"Yes"
"CT1698011","Groundwater","GW","1988-06-02",38,"Private","State","Yes","No","No","Yes","(860) 208-2494",1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,2,25,"Yes"
"CT1698041","Groundwater","GW","1993-02-01",33,"Private","State","Yes","No","No","Yes","(860) 856-3346",1,0,0,0,0,5,0,0,0,0,6,5,11,1,0,0,0,0,5,0,0,0,0,6,5,11,30,"Yes"
"CT1698051","Groundwater","GW","1993-02-01",33,"Private","State","Yes","No","No","Yes","(860) 944-9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"No"
"CT1699011","Groundwater","GW","1992-02-19",34,"Private","State","Yes","No","No","Yes","(781) 771-2810",1,0,0,0,1,0,0,0,0,0,2,5,7,1,0,0,0,4,0,0,0,0,0,5,19,24,129,"Yes"
"CT1699081","Groundwater","GW","2011-02-11",15,"Private","State","Yes","No","No","Yes","(508) 257-1890",1,0,0,0,1,0,0,0,0,0,2,3,5,1,0,0,0,1,7,0,0,0,0,9,9,18,250,"Yes"
"RI1000009","Groundwater","GW","1979-03-23",47,"Private","State","Yes","No","No","No","(401) 651-8005",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,16,"No"
"RI1000015","Groundwater","GWP","1980-08-22",46,"Local","State","Yes","No","No","No","(401) 789-9331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,"No"
"RI1000016","Surface Water","SWP","1980-08-22",46,"Federal","State","Yes","Yes","No","No","(401) 841-6376",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,29,"No"
"RI1000035","Groundwater","GW","1980-02-29",46,"Private","State","Yes","No","No","No","(401) 736-8300",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,4,10,"No"
"RI1000040","Groundwater","GW","1981-08-21",45,"Local","State","Yes","No","No","No","(401) 491-9631",0,0,0,0,1,0,0,0,0,0,1,3,4,0,0,0,0,1,0,0,0,0,0,1,12,13,28,"No"
"RI1000045","Groundwater","GW","1986-03-21",40,"Private","State","Yes","No","No","No","(401) 623-0041",0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,87,87,96,"No"
"RI1000098","Groundwater","GW","1987-11-24",39,"Private","State","Yes","No","No","No","(860) 307-4626",1,0,1,0,0,0,0,0,0,0,2,41,43,3,0,1,0,0,0,0,0,0,0,4,107,111,128,"Yes"
"RI1559511","Surface Water","SWP","1979-03-08",47,"Local","State","Yes","Yes","No","No","(401) 821-9300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,"No"
